Unnamed: 0,recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,conversion,customer_types,treat,treat
39270,2,142.28,0,1,1,0,1,0,0,0,0,0
12680,11,113.59,0,1,1,1,1,0,0,0,0,0
43370,4,145.67,1,0,1,1,1,0,0,0,0,0
39084,1,29.99,0,1,2,0,1,0,1,1,0,0
2426,10,139.56,1,0,1,1,2,0,0,0,0,0
38037,5,41.33,1,0,2,1,1,0,0,0,0,0
52498,2,93.15,0,1,1,0,2,0,1,1,0,0
2155,2,111.47,0,1,2,0,2,0,0,0,0,0
37315,9,114.87,0,1,3,0,1,0,0,0,0,0
29988,2,40.24,0,1,1,1,1,0,0,0,0,0
19360,10,800.95,0,1,1,1,1,0,0,0,0,0
19153,9,556.57,1,1,2,1,2,0,0,0,0,0
15635,2,71.21,1,0,1,1,1,0,0,0,0,0
13428,2,315.86,0,1,2,0,3,0,0,0,0,0
62394,6,322.57,0,1,1,0,2,0,0,0,0,0
49744,8,256.02,1,0,1,1,1,0,0,0,0,0
47869,3,630.79,1,0,2,1,1,0,0,0,0,0
61106,3,74.75,1,0,1,1,2,0,0,0,0,0
40118,12,414.56,1,0,1,0,1,0,0,0,0,0
32915,1,29.99,0,1,3,1,2,0,0,0,0,0
516,10,375.34,1,0,3,0,1,0,0,0,0,0
40192,9,464.93,1,1,2,0,3,0,0,0,0,0
18311,1,305.77,1,0,1,0,2,0,0,0,0,0
23630,4,103.3,1,0,2,1,1,0,0,0,0,0
4379,10,29.99,1,0,1,0,1,0,0,0,0,0
31962,2,1257.44,1,0,2,1,2,0,0,0,0,0
41839,9,593.41,1,0,3,1,2,0,0,0,0,0
15250,1,166.25,1,0,1,0,2,0,1,1,0,0
161,1,407.09,1,0,1,0,1,0,0,0,0,0
25511,1,492.18,0,1,1,0,2,0,0,0,0,0
27021,7,261.83,0,1,2,0,3,0,0,0,0,0
22664,4,149.68,0,1,1,0,2,0,0,0,0,0
19493,7,105.3,0,1,1,1,1,0,0,0,0,0
40421,6,417.95,1,0,1,0,3,0,1,1,0,0
43116,3,249.15,1,0,2,0,1,0,1,1,0,0
42217,11,401.2,0,1,1,0,3,0,0,0,0,0
52488,1,85.47,1,0,3,0,2,0,0,0,0,0
47511,10,524.4,1,0,1,1,3,0,0,0,0,0
17188,9,129.56,1,0,2,1,1,0,0,0,0,0
58976,4,29.99,0,1,1,0,2,0,0,0,0,0
52609,6,45.62,0,1,2,0,2,0,0,0,0,0
49110,10,76.85,0,1,3,0,1,0,0,0,0,0
11401,9,410.39,0,1,1,0,2,0,0,0,0,0
25793,7,238.29,1,1,2,0,1,0,0,0,0,0
61577,3,39.89,1,0,2,0,2,0,0,0,0,0
43869,1,1060.17,1,0,1,1,3,0,0,0,0,0
25255,6,412.74,0,1,1,0,1,0,0,0,0,0
44857,3,29.99,1,0,2,0,1,0,0,0,0,0
24506,4,863.52,1,1,2,1,3,0,0,0,0,0
57137,12,372.96,0,1,1,0,2,0,0,0,0,0
15378,10,34.52,1,0,1,1,1,0,0,0,0,0
12095,1,75.3,0,1,1,1,1,0,0,0,0,0
27290,5,64.37,1,0,1,0,1,0,0,0,0,0
6556,10,138.84,1,0,2,0,1,0,0,0,0,0
12904,3,181.97,0,1,2,1,2,0,0,0,0,0
56922,2,226.36,1,0,1,0,2,0,0,0,0,0
40253,5,255.74,0,1,1,0,1,0,0,0,0,0
9705,10,807.45,1,0,1,1,2,0,0,0,0,0
43425,6,183.4,0,1,1,0,2,0,0,0,0,0
889,6,835.28,1,1,1,1,2,0,0,0,0,0
61745,4,226.59,0,1,2,0,3,0,0,0,0,0
62302,10,51.24,1,0,1,0,1,0,0,0,0,0
58901,10,135.98,0,1,2,0,1,0,0,0,0,0
37683,8,29.99,1,0,1,1,1,0,0,0,0,0
47253,7,253.94,1,0,3,0,3,0,1,1,0,0
13178,7,642.26,1,1,1,1,3,0,1,1,0,0
56075,2,137.08,0,1,3,0,1,0,0,0,0,0
40626,3,231.44,1,0,2,0,1,0,1,1,0,0
27320,1,31.43,1,0,1,1,1,0,0,0,0,0
7771,1,725.47,1,1,1,1,1,0,1,1,0,0
4928,1,315.11,1,0,1,0,2,0,1,1,0,0
12553,1,588.79,1,0,1,1,1,0,0,0,0,0
63137,10,29.99,0,1,2,0,1,0,0,0,0,0
2400,8,237.56,1,0,2,0,1,0,1,1,0,0
5856,3,29.99,0,1,1,1,1,0,0,0,0,0
15152,9,1099.06,1,0,1,1,3,0,0,0,0,0
48309,2,29.99,0,1,1,1,2,0,0,0,0,0
62699,6,335.22,1,0,2,1,2,0,0,0,0,0
15335,11,41.24,1,0,2,1,1,0,0,0,0,0
59791,6,109.9,0,1,2,0,2,0,0,0,0,0
16750,2,221.65,1,0,1,1,2,0,0,0,0,0
54239,6,382.11,0,1,1,0,1,0,1,1,0,0
46369,2,306.39,1,0,1,0,1,0,0,0,0,0
49775,11,40.56,1,0,1,0,2,0,0,0,0,0
39466,5,422.94,1,0,3,0,2,0,0,0,0,0
28045,10,65.07,1,0,2,1,2,0,0,0,0,0
45709,1,387.97,1,0,1,1,3,0,1,1,0,0
55417,2,69.36,0,1,2,1,1,0,0,0,0,0
50553,7,248.8,0,1,1,1,2,0,0,0,0,0
16291,1,164.61,0,1,1,0,2,0,0,0,0,0
46771,5,153.56,1,0,2,1,1,0,0,0,0,0
2214,7,499.66,0,1,2,0,1,0,1,1,0,0
63322,12,109.21,0,1,1,0,2,0,0,0,0,0
10786,7,319.78,0,1,1,0,1,0,0,0,0,0
51169,2,29.99,0,1,2,0,2,0,0,0,0,0
35300,10,29.99,1,0,2,0,2,0,0,0,0,0
48977,1,44.14,0,1,2,1,2,0,0,0,0,0
8908,10,29.99,0,1,1,0,1,0,0,0,0,0
59119,3,29.99,1,0,1,0,2,0,0,0,0,0
16531,4,386.88,0,1,1,1,1,0,0,0,0,0
40212,1,143.84,0,1,1,1,2,0,0,0,0,0
13450,10,433.43,0,1,2,0,1,0,0,0,0,0
6544,10,51.39,0,1,1,1,1,0,0,0,0,0
46251,3,51.91,1,0,2,0,1,0,1,1,0,0
52360,1,112.38,1,0,1,1,2,0,0,0,0,0
21837,8,30.27,0,1,1,0,1,0,0,0,0,0
39196,2,662.26,1,0,1,1,1,0,0,0,0,0
34344,2,134.38,1,0,2,1,2,0,0,0,0,0
4079,5,219.21,1,0,3,0,1,0,1,1,0,0
33857,3,381.15,0,1,1,0,1,0,0,0,0,0
27462,10,133.05,0,1,1,1,1,0,0,0,0,0
13904,4,120.47,1,0,2,0,2,0,1,1,0,0
8058,6,197.24,1,0,3,0,2,0,0,0,0,0
63303,6,286.67,1,0,2,1,3,0,0,0,0,0
61446,6,64.03,1,0,1,1,2,0,0,0,0,0
36979,10,265.29,1,0,3,1,1,0,0,0,0,0
18550,10,160.89,1,0,3,1,2,0,0,0,0,0
33472,8,315.47,1,1,1,0,2,0,0,0,0,0
7240,6,500.67,0,1,2,1,3,0,0,0,0,0
17206,2,487.68,1,1,2,0,3,0,0,0,0,0
28190,1,29.99,1,0,1,1,1,0,0,0,0,0
24752,11,114.48,0,1,2,1,1,0,0,0,0,0
61942,4,87.93,0,1,1,1,1,0,0,0,0,0
20251,6,75.98,1,0,2,0,2,0,0,0,0,0
34153,5,687.87,1,0,1,1,3,0,0,0,0,0
35220,9,82.99,1,0,1,1,1,0,0,0,0,0
17684,3,130.54,0,1,2,0,1,0,1,1,0,0
12735,3,258.93,1,0,2,1,1,0,0,0,0,0
36281,7,104.52,1,0,3,0,2,0,0,0,0,0
41197,11,40.55,0,1,2,0,2,0,0,0,0,0
41440,4,168.87,0,1,1,0,2,0,0,0,0,0
63427,4,547.02,1,0,3,1,2,0,0,0,0,0
4711,3,219.26,0,1,1,0,2,0,0,0,0,0
36152,4,826.07,0,1,1,1,1,0,0,0,0,0
16701,4,1273.47,0,1,1,1,2,0,0,0,0,0
53404,1,29.99,1,0,2,1,2,0,0,0,0,0
18055,9,256.61,0,1,3,0,1,0,0,0,0,0
33258,10,385.49,1,0,3,0,1,0,0,0,0,0
29166,9,154.13,0,1,1,0,1,0,0,0,0,0
25538,10,625.28,1,1,1,1,2,0,1,1,0,0
38036,2,488.08,1,0,1,0,3,0,1,1,0,0
14928,1,213.92,0,1,1,0,2,0,0,0,0,0
47393,4,533.22,1,1,3,1,2,0,0,0,0,0
10359,8,675.83,1,0,1,1,1,0,0,0,0,0
10044,10,48.31,1,0,2,1,2,0,0,0,0,0
30697,2,361.11,1,0,1,0,3,0,0,0,0,0
24679,10,82.27,0,1,2,0,1,0,0,0,0,0
44257,11,280.04,0,1,1,1,3,0,0,0,0,0
35218,6,29.99,1,0,2,0,2,0,0,0,0,0
5429,1,504.17,1,0,1,1,3,0,0,0,0,0
60955,11,29.99,0,1,1,0,2,0,0,0,0,0
13545,4,39.89,0,1,3,1,2,0,0,0,0,0
27998,9,78.99,0,1,2,0,1,0,0,0,0,0
33938,1,1336.98,0,1,1,1,1,0,0,0,0,0
40145,5,520.56,1,0,1,1,3,0,0,0,0,0
32098,1,196.99,1,0,3,1,1,0,0,0,0,0
56693,10,45.35,1,0,2,1,1,0,0,0,0,0
61153,1,499.59,1,0,1,0,2,0,0,0,0,0
2830,4,353.49,0,1,2,0,3,0,0,0,0,0
53047,9,364.46,1,0,1,0,3,0,0,0,0,0
57807,5,29.99,0,1,1,0,2,0,1,1,0,0
63470,7,730.75,0,1,1,1,2,0,0,0,0,0
38641,7,319.82,0,1,1,0,2,0,0,0,0,0
59412,6,622.1,1,1,1,1,1,0,0,0,0,0
34431,2,561.5,1,0,1,1,2,0,0,0,0,0
36299,2,72.64,0,1,2,1,1,0,0,0,0,0
34356,10,74.22,1,0,1,1,2,0,0,0,0,0
25136,3,29.99,1,0,1,0,2,0,0,0,0,0
5015,2,52.97,1,0,1,1,2,0,0,0,0,0
1217,10,29.99,1,0,1,1,1,0,0,0,0,0
39638,5,220.46,1,0,3,1,2,0,1,1,0,0
17167,2,198.8,0,1,2,0,1,0,0,0,0,0
35876,2,168.3,1,0,1,0,1,0,0,0,0,0
18816,5,145.36,0,1,3,0,1,0,0,0,0,0
40938,8,149.39,1,0,1,1,1,0,0,0,0,0
52034,9,533.8,1,0,3,1,3,0,1,1,0,0
46121,10,514.33,1,0,2,1,3,0,0,0,0,0
60000,3,419.23,1,0,1,0,3,0,1,1,0,0
22342,8,750.6,1,0,1,1,2,0,0,0,0,0
26373,2,43.36,0,1,1,0,2,0,0,0,0,0
14941,4,199.54,1,0,3,1,1,0,1,1,0,0
52223,12,29.99,1,0,1,1,2,0,0,0,0,0
62409,1,762.05,1,0,1,1,1,0,0,0,0,0
58954,3,112.82,1,0,1,0,1,0,0,0,0,0
1253,7,107.85,1,0,1,1,2,0,0,0,0,0
57338,3,29.99,1,0,2,1,2,0,0,0,0,0
25462,1,29.99,1,0,1,1,2,0,0,0,0,0
4901,1,29.99,1,0,1,0,2,0,0,0,0,0
21042,10,71.78,1,0,1,0,1,0,0,0,0,0
37448,10,236.76,0,1,1,1,2,0,0,0,0,0
11951,5,74.38,0,1,1,0,2,0,0,0,0,0
50002,1,785.03,1,0,2,1,3,0,0,0,0,0
61792,2,483.92,1,1,1,0,1,0,0,0,0,0
3742,10,219.94,1,0,3,0,3,0,0,0,0,0
19076,6,190.96,0,1,2,0,1,0,0,0,0,0
10074,1,77.94,1,0,3,1,2,0,0,0,0,0
8728,7,283.72,0,1,3,0,2,0,0,0,0,0
15896,8,29.99,1,0,1,1,2,0,0,0,0,0
3591,7,52.57,1,0,2,1,1,0,0,0,0,0
4922,5,303.14,0,1,1,0,1,0,1,1,0,0
61558,1,33.26,1,0,1,1,2,0,0,0,0,0
51430,7,530.76,1,1,2,1,2,0,1,1,0,0
25283,6,52.14,0,1,3,1,1,0,0,0,0,0
53968,4,182.32,0,1,2,0,1,0,0,0,0,0
62457,1,448.39,0,1,2,1,3,0,0,0,0,0
11506,6,407.4,1,1,1,0,1,0,1,1,0,0
25663,10,291.0,0,1,2,0,1,0,0,0,0,0
50455,9,570.66,1,1,1,1,2,0,0,0,0,0
53005,3,92.83,1,0,1,0,2,0,0,0,0,0
41183,3,29.99,1,0,2,0,2,0,0,0,0,0
44314,9,184.95,1,0,2,0,1,0,0,0,0,0
15055,3,1304.57,1,1,2,1,2,0,0,0,0,0
4749,11,29.99,0,1,1,1,2,0,0,0,0,0
35926,8,87.02,1,0,1,0,1,0,0,0,0,0
34225,8,101.56,1,0,3,1,2,0,0,0,0,0
19610,12,272.88,0,1,3,1,3,0,0,0,0,0
3103,4,86.48,0,1,2,1,2,0,0,0,0,0
11377,7,626.68,1,1,1,1,3,0,0,0,0,0
2201,7,72.34,0,1,1,0,2,0,0,0,0,0
20364,2,59.68,0,1,1,0,2,0,0,0,0,0
877,3,105.08,1,0,3,0,2,0,0,0,0,0
38369,10,216.23,0,1,1,1,1,0,0,0,0,0
55180,7,29.99,1,0,2,0,2,0,0,0,0,0
33213,4,474.66,0,1,2,0,3,0,0,0,0,0
57990,9,561.03,1,0,1,1,2,0,0,0,0,0
7261,5,245.53,0,1,1,0,2,0,0,0,0,0
41707,2,578.49,1,0,1,1,3,0,0,0,0,0
53452,3,489.44,1,0,2,1,2,0,0,0,0,0
35747,7,150.74,1,0,1,1,1,0,0,0,0,0
8538,9,418.3,1,0,1,1,2,0,0,0,0,0
61527,1,53.92,0,1,3,0,2,0,1,1,0,0
46803,3,1211.76,1,1,2,1,1,0,0,0,0,0
55526,4,31.62,1,0,1,0,1,0,0,0,0,0
10061,9,71.03,1,0,1,1,2,0,0,0,0,0
18724,9,163.51,0,1,1,0,2,0,0,0,0,0
22732,1,232.68,0,1,1,1,3,0,0,0,0,0
30102,6,110.58,0,1,1,1,1,0,0,0,0,0
7397,5,93.31,1,0,2,1,2,0,0,0,0,0
22586,2,853.02,1,0,2,1,1,0,0,0,0,0
24687,10,29.99,1,0,2,1,1,0,0,0,0,0
3927,1,29.99,1,0,2,0,2,0,0,0,0,0
17075,10,29.99,0,1,1,0,2,0,0,0,0,0
48387,4,844.31,1,0,2,1,3,0,0,0,0,0
14190,3,730.4,1,0,1,1,3,0,0,0,0,0
30053,1,786.05,0,1,3,1,1,0,0,0,0,0
12093,12,46.21,1,0,3,0,1,0,0,0,0,0
39385,3,287.72,0,1,1,1,1,0,0,0,0,0
30431,1,101.44,0,1,2,0,2,0,0,0,0,0
727,4,275.27,1,0,3,1,2,0,0,0,0,0
15172,9,83.66,0,1,1,1,1,0,0,0,0,0
11813,12,29.99,0,1,1,1,1,0,0,0,0,0
21099,7,245.46,0,1,1,0,2,0,1,1,0,0
55401,3,1062.52,1,0,1,1,3,0,0,0,0,0
29085,2,79.74,0,1,2,1,2,0,0,0,0,0
40896,11,405.41,0,1,1,0,3,0,0,0,0,0
40901,3,501.27,1,0,2,1,3,0,0,0,0,0
25415,4,87.66,0,1,2,1,2,0,0,0,0,0
55837,5,29.99,0,1,2,0,1,0,0,0,0,0
17171,1,29.99,1,0,2,1,2,0,0,0,0,0
45507,3,112.49,1,0,1,0,1,0,1,1,0,0
47106,4,128.47,0,1,2,1,1,0,0,0,0,0
53122,1,448.26,1,1,2,0,2,0,0,0,0,0
34136,11,181.41,0,1,2,1,1,0,0,0,0,0
52064,8,342.25,0,1,2,0,1,0,0,0,0,0
14235,4,140.09,0,1,2,1,2,0,0,0,0,0
24945,1,29.99,1,0,2,0,1,0,0,0,0,0
41160,1,502.55,0,1,3,1,2,0,0,0,0,0
28286,6,126.88,0,1,2,1,1,0,0,0,0,0
33111,4,63.38,1,0,3,1,2,0,0,0,0,0
30306,7,538.07,1,0,1,1,1,0,0,0,0,0
20074,1,78.81,0,1,2,0,2,0,0,0,0,0
10113,8,120.49,1,0,2,0,1,0,0,0,0,0
49258,2,55.02,1,0,2,0,1,0,0,0,0,0
10916,7,111.31,1,0,1,0,1,0,0,0,0,0
3820,10,341.82,0,1,1,0,2,0,1,1,0,0
60696,10,379.55,1,1,3,0,2,0,0,0,0,0
40345,10,254.92,0,1,2,0,1,0,0,0,0,0
11545,2,100.75,0,1,1,0,2,0,0,0,0,0
31000,1,251.34,1,1,1,0,2,0,0,0,0,0
3304,2,132.87,0,1,2,0,2,0,0,0,0,0
46700,1,179.77,1,0,2,1,2,0,1,1,0,0
63253,2,125.95,0,1,1,1,2,0,0,0,0,0
9575,5,700.68,1,1,1,1,2,0,0,0,0,0
49597,12,130.77,0,1,1,0,1,0,0,0,0,0
62935,10,245.61,1,1,3,1,2,0,0,0,0,0
49984,7,73.94,0,1,2,0,2,0,0,0,0,0
36839,1,29.99,0,1,1,1,2,0,0,0,0,0
53136,3,603.58,1,1,1,1,2,0,0,0,0,0
21239,10,244.16,0,1,1,0,3,0,1,1,0,0
38597,3,52.55,0,1,2,1,2,0,0,0,0,0
56953,4,585.96,1,0,2,1,3,0,0,0,0,0
33451,10,382.7,0,1,2,1,1,0,0,0,0,0
33019,9,62.55,1,0,1,0,2,0,0,0,0,0
28300,11,47.44,0,1,2,1,1,0,0,0,0,0
34847,9,142.29,1,0,1,1,1,0,0,0,0,0
21926,3,751.13,1,0,2,1,2,0,0,0,0,0
62287,11,29.99,1,0,1,0,2,0,0,0,0,0
37791,1,269.78,1,0,2,0,2,0,0,0,0,0
56875,9,480.38,1,0,1,0,2,0,0,0,0,0
58626,12,64.95,0,1,2,1,1,0,0,0,0,0
1,6,329.08,1,1,3,1,1,0,0,0,0,0
32878,12,52.12,1,0,1,0,2,0,0,0,0,0
46272,6,50.82,0,1,1,1,1,0,0,0,0,0
29,2,203.35,1,0,3,0,1,0,0,0,0,0
8331,7,29.99,0,1,1,1,1,0,0,0,0,0
13440,8,330.78,0,1,2,0,1,0,0,0,0,0
42937,5,392.2,1,0,1,0,2,0,0,0,0,0
49848,9,34.89,1,0,3,1,2,0,0,0,0,0
21638,1,29.99,0,1,2,0,1,0,0,0,0,0
61403,10,107.18,1,0,1,1,1,0,0,0,0,0
15627,11,162.44,0,1,1,0,1,0,0,0,0,0
30909,5,244.7,0,1,2,1,3,0,0,0,0,0
36694,1,45.55,0,1,2,0,2,0,0,0,0,0
49112,5,193.03,0,1,1,0,1,0,0,0,0,0
8612,10,138.67,0,1,1,0,1,0,0,0,0,0
59825,11,127.95,0,1,1,1,1,0,0,0,0,0
30389,8,189.62,1,0,1,1,1,0,0,0,0,0
17475,1,119.37,0,1,1,1,2,0,0,0,0,0
47661,1,76.55,0,1,1,1,2,0,0,0,0,0
34888,5,53.12,0,1,3,1,2,0,0,0,0,0
14324,7,126.59,0,1,3,1,2,0,0,0,0,0
4550,3,165.81,0,1,1,0,2,0,0,0,0,0
54222,10,29.99,0,1,1,1,2,0,0,0,0,0
36538,7,134.3,0,1,1,0,1,0,0,0,0,0
37532,11,151.73,0,1,2,0,1,0,0,0,0,0
44447,8,29.99,1,0,3,0,1,0,1,1,0,0
35046,3,99.13,0,1,2,0,2,0,0,0,0,0
43911,5,141.47,0,1,1,1,1,0,0,0,0,0
41830,2,400.86,0,1,3,1,3,0,0,0,0,0
4082,6,38.22,1,0,2,1,1,0,0,0,0,0
15024,9,29.99,0,1,2,0,1,0,1,1,0,0
4883,7,78.37,1,0,1,1,2,0,0,0,0,0
34230,7,30.52,1,0,3,0,2,0,0,0,0,0
2000,11,181.94,0,1,2,0,2,0,0,0,0,0
19627,6,29.99,0,1,2,1,2,0,0,0,0,0
20285,11,109.83,1,0,2,0,1,0,0,0,0,0
40319,10,50.64,1,0,2,1,1,0,0,0,0,0
41599,2,64.68,1,0,1,1,2,0,0,0,0,0
12857,8,844.28,1,0,2,1,2,0,1,1,0,0
7292,9,50.12,0,1,1,0,2,0,0,0,0,0
26266,5,29.99,1,0,2,0,1,0,0,0,0,0
26971,12,391.36,0,1,1,0,3,0,0,0,0,0
40806,8,34.52,1,0,1,1,2,0,0,0,0,0
61368,1,29.99,1,0,2,0,2,0,0,0,0,0
8212,5,120.89,0,1,2,1,1,0,0,0,0,0
3223,11,29.99,1,0,1,1,1,0,0,0,0,0
24802,4,105.68,0,1,1,0,1,0,0,0,0,0
44555,2,440.63,1,1,3,0,2,0,0,0,0,0
1923,12,46.39,1,0,2,1,2,0,0,0,0,0
5908,11,29.99,1,0,1,0,2,0,0,0,0,0
51855,8,29.99,1,0,2,1,1,0,0,0,0,0
61615,9,29.99,1,0,2,1,2,0,0,0,0,0
12304,1,90.71,0,1,2,1,2,0,0,0,0,0
7146,3,350.75,1,1,3,0,1,0,1,1,0,0
33824,2,299.06,1,1,2,1,2,0,0,0,0,0
21738,3,160.58,0,1,2,0,1,0,0,0,0,0
60620,10,29.99,1,0,1,1,2,0,0,0,0,0
57793,6,108.98,1,0,3,0,1,0,0,0,0,0
7804,6,274.9,0,1,1,1,3,0,0,0,0,0
5270,4,835.4,1,0,2,1,1,0,1,1,0,0
25992,4,128.99,1,0,2,0,2,0,0,0,0,0
39709,5,80.79,1,0,1,0,2,0,0,0,0,0
20217,5,35.41,0,1,2,1,1,0,0,0,0,0
21565,4,174.92,0,1,2,1,1,0,1,1,0,0
38537,11,40.5,1,0,1,1,1,0,0,0,0,0
40597,8,29.99,1,0,1,0,1,0,0,0,0,0
52107,2,198.37,1,0,2,1,1,0,0,0,0,0
47347,1,399.8,1,0,2,0,1,0,1,1,0,0
31225,12,29.99,1,0,1,1,2,0,0,0,0,0
29543,10,83.34,0,1,1,1,2,0,0,0,0,0
3759,6,1096.22,1,1,2,1,1,0,0,0,0,0
49225,7,1234.08,0,1,1,1,3,0,0,0,0,0
37206,4,174.61,1,0,3,1,2,0,0,0,0,0
37521,10,91.36,0,1,3,0,2,0,0,0,0,0
17766,3,169.71,0,1,2,1,1,0,0,0,0,0
3581,10,134.01,0,1,2,1,2,0,0,0,0,0
41855,11,466.48,1,1,2,0,1,0,0,0,0,0
25206,3,36.8,0,1,1,1,2,0,0,0,0,0
20269,2,226.51,1,1,2,0,2,0,0,0,0,0
12544,9,659.84,1,1,2,1,3,0,0,0,0,0
1450,2,557.85,0,1,2,1,1,0,0,0,0,0
56524,10,314.0,1,1,2,0,1,0,0,0,0,0
10777,5,212.14,0,1,2,0,1,0,1,1,0,0
57111,2,138.79,1,0,1,0,2,0,0,0,0,0
28852,12,150.4,0,1,3,0,1,0,1,1,0,0
42530,1,336.11,0,1,2,0,1,0,0,0,0,0
10781,1,192.04,0,1,1,1,1,0,0,0,0,0
47683,11,113.09,1,0,2,1,1,0,0,0,0,0
57773,10,229.69,1,0,2,0,3,0,1,1,0,0
5554,2,270.15,1,1,1,1,2,0,0,0,0,0
7471,6,86.76,0,1,2,1,2,0,0,0,0,0
6696,5,33.45,1,0,3,1,1,0,0,0,0,0
63123,7,131.49,0,1,1,1,1,0,0,0,0,0
39933,7,134.66,1,0,1,0,2,0,0,0,0,0
63526,1,42.92,0,1,1,1,1,0,0,0,0,0
36069,4,145.92,0,1,3,1,1,0,0,0,0,0
19691,2,63.71,1,0,1,0,1,0,0,0,0,0
59007,6,770.12,1,1,1,1,3,0,0,0,0,0
53880,7,29.99,1,0,1,1,1,0,0,0,0,0
25208,6,280.38,1,1,1,1,3,0,0,0,0,0
3311,9,329.7,1,0,2,0,1,0,0,0,0,0
15982,4,80.5,1,0,1,1,1,0,0,0,0,0
8129,9,336.94,1,0,3,1,2,0,0,0,0,0
50182,10,29.99,1,0,2,1,2,0,0,0,0,0
32006,2,63.83,1,0,1,1,2,0,0,0,0,0
3808,3,29.99,1,0,2,1,2,0,0,0,0,0
162,1,142.4,0,1,1,0,2,0,0,0,0,0
55390,1,916.41,0,1,2,1,2,0,0,0,0,0
24067,4,29.99,1,0,1,1,1,0,0,0,0,0
37554,11,138.65,0,1,2,0,1,0,0,0,0,0
43415,9,251.43,0,1,1,0,1,0,0,0,0,0
48299,1,439.7,1,0,2,0,2,0,0,0,0,0
29189,9,649.68,0,1,3,1,3,0,0,0,0,0
45064,7,29.99,0,1,2,1,2,0,0,0,0,0
54921,1,577.17,1,0,2,1,3,0,0,0,0,0
35658,5,31.04,0,1,1,0,2,0,0,0,0,0
56998,5,353.31,0,1,1,1,1,0,0,0,0,0
58619,4,463.19,1,0,3,0,3,0,0,0,0,0
20133,2,321.22,0,1,2,0,1,0,0,0,0,0
24780,9,143.1,0,1,1,1,1,0,0,0,0,0
15286,2,536.39,1,0,2,1,1,0,0,0,0,0
7293,2,220.84,1,1,2,0,2,0,0,0,0,0
62702,4,797.89,1,0,1,1,3,0,0,0,0,0
13834,10,190.34,0,1,1,0,1,0,0,0,0,0
49279,7,185.6,0,1,1,1,2,0,0,0,0,0
33549,2,214.89,0,1,3,1,1,0,0,0,0,0
7764,12,95.06,0,1,1,1,1,0,0,0,0,0
39684,8,228.63,1,0,3,1,2,0,0,0,0,0
17302,11,250.73,1,1,1,0,2,0,0,0,0,0
15451,7,117.9,1,0,2,0,2,0,0,0,0,0
24643,11,29.99,1,0,2,0,1,0,0,0,0,0
54159,7,181.3,1,0,1,1,2,0,0,0,0,0
15319,2,80.02,1,0,1,1,2,0,0,0,0,0
30487,9,445.79,0,1,2,0,3,0,0,0,0,0
13011,4,38.94,0,1,2,1,1,0,0,0,0,0
7965,4,40.53,0,1,2,1,1,0,0,0,0,0
